class,age,sex,survived
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,0
crew,adult,female,0
crew,adult,female,0
